File Name,20161129_5plex_plate1.pcrd,,,,,
Created By User,Aditya,,,,,
Notes,,,,,,
ID,,,,,,
Run Started,11/29/2016 14:44:50 UTC,,,,,
Run Ended,11/29/2016 16:07:13 UTC,,,,,
Sample Vol,10,,,,,
Lid Temp,105,,,,,
Protocol File Name,CFX_2stepAmp.prcl,,,,,
Plate Setup File Name,MPX_830.pltd,,,,,
Base Serial Number,CC004358,,,,,
Optical Head Serial Number,785BR2984,,,,,
CFX Manager Version,3.1.1517.0823. ,,,,,
,,,,,,
Well group,All Wells,,,,,
Amplification step,3,,,,,
Melt step,,,,,,
,,,,,,
,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
E05,Quasar 705,,Unkn-13,,22.875858583626,NaN
E06,Quasar 705,,Unkn-13,,20.5495333459876,NaN
E07,Quasar 705,,Unkn-21,,25.9671970564433,NaN
E08,Quasar 705,,Unkn-21,,25.3829974166728,NaN
E09,Quasar 705,,Unkn-21,,25.8523822815572,NaN
E10,Quasar 705,,Unkn-29,,25.3718636466511,NaN
E11,Quasar 705,,Unkn-29,,26.5240579528863,NaN
E12,Quasar 705,,Unkn-29,,26.3420613153277,NaN
F01,Quasar 705,,Unkn-06,SCMPX,37.0515429726629,NaN
F02,Quasar 705,,Unkn-06,SCMPX,35.3605702379992,NaN
F03,Quasar 705,,Unkn-06,SCMPX,NaN,NaN
F04,Quasar 705,,Unkn-14,,25.2534410493111,NaN
F05,Quasar 705,,Unkn-14,,22.5178971082207,NaN
F06,Quasar 705,,Unkn-14,,20.0963835387216,NaN
F07,Quasar 705,,Unkn-22,,25.7658896954626,NaN
F08,Quasar 705,,Unkn-22,,25.4125409304561,NaN
F09,Quasar 705,,Unkn-22,,26.3419985405926,NaN
F10,Quasar 705,,Unkn-30,,24.9618122213779,NaN
F11,Quasar 705,,Unkn-30,,25.0779069186332,NaN
F12,Quasar 705,,Unkn-30,,25.9205113515963,NaN
G01,Quasar 705,,Unkn-07,SCMPX,NaN,NaN
G02,Quasar 705,,Unkn-07,SCMPX,NaN,NaN
G03,Quasar 705,,Unkn-07,SCMPX,NaN,NaN
G04,Quasar 705,,Unkn-15,,25.8771360858528,NaN
G05,Quasar 705,,Unkn-15,,22.5256648715437,NaN
G06,Quasar 705,,Unkn-15,,19.9282866076535,NaN
G07,Quasar 705,,Unkn-23,,24.9250539100191,NaN
G08,Quasar 705,,Unkn-23,,24.749708124355,NaN
G09,Quasar 705,,Unkn-23,,25.5249848294389,NaN
G10,Quasar 705,,Unkn-31,,25.3462474008669,NaN
G11,Quasar 705,,Unkn-31,,24.2706209162571,NaN
G12,Quasar 705,,Unkn-31,,24.7495396872521,NaN
H01,Quasar 705,,NTC-08,SCMPX,NaN,NaN
H02,Quasar 705,,NTC-08,SCMPX,NaN,NaN
H03,Quasar 705,,NTC-08,SCMPX,NaN,NaN
H04,Quasar 705,,Unkn,,25.6252826338204,NaN
H05,Quasar 705,,Unkn,,22.8430319853661,NaN
H06,Quasar 705,,Unkn,,20.3844346150864,NaN
H07,Quasar 705,,Unkn,,24.3309470392827,NaN
H08,Quasar 705,,Unkn,,24.1123886738451,NaN
H09,Quasar 705,,Unkn,,24.1088676637107,NaN
H10,Quasar 705,,Unkn,,24.2254305315882,NaN
H11,Quasar 705,,Unkn,,23.9901142033894,NaN
H12,Quasar 705,,Unkn,,24.6208380663935,NaN
A01,Texas Red,,Unkn-01,SCMPX,18.7732544769119,NaN
A02,Texas Red,,Unkn-01,SCMPX,18.4212100323934,NaN
A03,Texas Red,,Unkn-01,SCMPX,18.2982441863737,NaN
A04,Texas Red,,Unkn-09,,27.5758945320743,NaN
A05,Texas Red,,Unkn-09,,22.8784479626181,NaN
A06,Texas Red,,Unkn-09,,21.3608776869871,NaN
A07,Texas Red,,Unkn-17,,24.5207113359606,NaN
A08,Texas Red,,Unkn-17,,24.3333207557546,NaN
A09,Texas Red,,Unkn-17,,23.9151849352387,NaN
A10,Texas Red,,Unkn-25,,25.7660056400591,NaN
A11,Texas Red,,Unkn-25,,25.0895974387392,NaN
A12,Texas Red,,Unkn-25,,21.9491150292273,NaN
B01,Texas Red,,Unkn-02,SCMPX,21.4532046163097,NaN
B02,Texas Red,,Unkn-02,SCMPX,21.9118036042334,NaN
B03,Texas Red,,Unkn-02,SCMPX,21.0705251007397,NaN
B04,Texas Red,,Unkn-10,,25.8495991304683,NaN
B05,Texas Red,,Unkn-10,,22.7284230097003,NaN
B06,Texas Red,,Unkn-10,,17.7298129016204,NaN
